,box_coord,obj_contour
714,[[ 28 138  51 348]],"[[110.29737903  97.98084677  20.17641129  17.47278226   1.85181452
   25.88407258   8.76108871  25.88407258  70.94455645  88.66834677
  165.57157258 164.6703629  169.47681452 193.80947581 216.03931452
  231.66028226 249.08366935 274.0171371  283.02923387 295.64616935
  296.24697581 287.53528226 268.30947581 261.40020161 262.00100806
  251.78729839 251.78729839 186.59979839 184.19657258 134.63004032
  112.40020161 109.69657258 110.89818548]
 [100.45967742  99.55846774  77.62903226  68.61693548  66.81451613
   62.90927419   1.62701613   0.72580645  52.69556452  61.70766129
   61.10685484  56.30040323  60.20564516  60.50604839  60.50604839
   61.10685484  63.20967742  69.51814516  76.42741935  83.03629032
   89.04435484  98.05645161 102.26209677 102.5625     109.77217742
  109.77217742 101.66129032 101.96169355 107.96975806 109.17137097
  105.26612903 100.45967742  98.65725806]]"
715,[[ 22  86  48 346]],"[[141.71118952 104.03477823  50.38356855  50.08215726  50.08215726
   44.95816532  42.546875    28.07913306  28.07913306  41.34122984
   14.21421371   1.85635081   1.85635081  44.05393145  70.27671371
  104.9390121  105.84324597 105.24042339 157.08316532 203.19909274
  202.29485887 204.70614919 205.91179435 232.13457661 257.15171371
  273.1265121  286.38860887 290.30695565 296.93800403 298.14364919
  297.54082661 287.29284274 279.75756048 273.42792339 273.42792339
  266.49546371 266.49546371 194.75957661 153.46622984 152.86340726
  141.71118952 141.71118952 141.71118952]
 [ 58.92137097  58.0171371   48.07056452  60.42842742  61.93548387
   61.93548387  47.16633065  45.3578629   39.3296371   38.12399194
   10.39415323   8.58568548   5.87298387   1.9546371   20.6421371
   21.24495968  30.58870968  31.19153226  31.19153226  32.39717742
   29.08165323  29.08165323  33.          32.39717742  33.90423387
   35.41129032  41.43951613  42.94657258  46.86491935  49.87903226
   52.89314516  55.60584677  58.61995968  58.92137097  64.64818548
   64.34677419  58.61995968  58.61995968  58.31854839  64.34677419
   64.34677419  59.22278226  59.22278226]]"
716,[[ 28 124  24 349]],"[[ 48.97278226  38.12802419  55.5453629   80.19254032  88.0796371
  100.23891129 153.80544355 199.81350806 244.17842742 278.68447581
  293.47278226 309.57560484 314.50504032 322.06350806 325.02116935
  324.03528226 317.79133065 288.54334677 288.87197581 279.99899194
  278.68447581 247.46471774 246.80745968 229.39012097 198.82762097
  198.82762097 172.86592742 173.19455645 178.78125    178.12399194
  126.20060484  54.55947581  31.88407258  31.88407258   1.97883065
   34.51310484  48.64415323  48.64415323]
 [ 49.65725806   2.00604839   1.67741935  32.23991935  44.07056452
   47.02822581  47.68548387  48.0141129   47.35685484  47.68548387
   49.9858871   54.91532258  61.81653226  65.10282258  70.68951613
   75.29032258  77.59072581  81.53427419  95.99395161  95.99395161
   81.86290323  81.86290323  88.10685484  88.43548387  89.09274194
   96.97983871  95.66532258  87.77822581  87.12096774  81.53427419
   80.5483871   65.43145161  58.85887097  56.22983871  55.90120968
   52.94354839  49.32862903  49.32862903]]"
717,[[ 28 111  47 346]],"[[142.78830645  86.2358871   21.51814516  20.91330645   2.16330645
   20.00604839  21.82056452  27.86895161  10.63104839  28.47379032
   74.1391129   90.16733871 133.1108871  127.66733871 134.01814516
  140.67137097 167.28427419 199.64314516 231.09475806 250.44959677
  263.75604839 271.0141129  280.3891129  284.32056452 295.51008065
  296.71975806 294.90524194 280.69153226 268.59475806 268.59475806
  263.15120968 261.6391129  215.97379032 216.27620968 180.89314516
  175.75201613 155.1875     146.41733871 146.11491935 142.18346774
  142.18346774]
 [ 73.9516129   66.39112903  53.38709677  47.64112903  45.52419355
   43.70967742  40.68548387  40.38306452   1.06854839   1.06854839
   38.56854839  42.80241935  42.5         37.96370968  37.66129032
   41.89516129  42.19758065  39.1733871   38.26612903  38.26612903
   38.56854839  38.56854839  44.01209677  45.52419355  53.38709677
   57.01612903  61.85483871  65.78629032  68.50806452  83.02419355
   82.72177419  69.71774194  70.02016129  74.25403226  75.16129032
   84.23387097  83.62903226  81.81451613  78.48790323  73.9516129
   73.9516129 ]]"
718,[[ 27 117  55 344]],"[[143.8921371   97.41028226  48.29737903  15.55544355   1.81552419
    1.81552419  18.77116935   4.44657258  22.57157258  62.62197581
   64.66834677 121.38205645 120.50504032 122.55141129 123.42842742
  147.69254032 173.12600806 207.3296371  231.00907258 244.16431452
  251.76512097 262.28931452 271.93649194 276.32157258 284.50705645
  287.72278226 288.01512097 284.50705645 274.27520161 253.22681452
  253.51915323 253.51915323 246.21068548 245.62600806 209.96068548
  207.91431452 177.51108871 167.27923387 165.81754032 159.67842742
  160.26310484 145.64616935 145.64616935 143.8921371  143.8921371 ]
 [ 80.20362903  78.44959677  70.2641129   61.49395161  56.23185484
   51.55443548  47.46169355   1.85685484   1.56451613  45.41532258
   46.58467742  46.87701613  43.36895161  43.36895161  45.12298387
   45.12298387  46.          46.          46.          46.
   46.58467742  48.63104839  52.43145161  57.69354839  60.61693548
   64.41733871  68.51008065  72.60282258  76.69556452  77.28024194
   88.97379032  90.14314516  90.14314516  77.86491935  79.03427419
   86.92741935  86.92741935  85.46572581  81.37298387  81.08064516
   89.26612903  88.3891129   79.3266129   79.61895161  79.61895161]]"
719,[[ 31 118  50 352]],"[[148.48739919 115.19405242  78.23538306  33.94606855  16.53578629
   16.23034274   2.17993952  18.36844758  20.20110887  24.171875
    6.45614919  23.86643145  72.43195565  97.78377016 168.03578629
  168.03578629 171.39566532 171.70110887 204.38356855 231.56804435
  251.421875   266.38860887 275.24647177 279.828125   293.26764113
  300.29284274 300.59828629 285.63155242 275.24647177 272.80292339
  266.38860887 266.38860887 213.85231855 213.85231855 190.33316532
  180.55897177 174.45010081 148.18195565 152.15272177 147.265625
  147.265625  ]
 [ 70.15725806  70.46270161  66.79737903  57.93951613  53.3578629
   49.08165323  45.72177419  45.41633065  43.8891129   43.58366935
    4.48689516   3.26512097  41.75100806  42.05645161  41.44556452
   37.78024194  37.78024194  41.44556452  41.44556452  35.33669355
   34.4203629   34.4203629   35.33669355  39.00201613  46.02721774
   50.30342742  53.96875     61.91028226  64.96471774  80.23689516
   80.23689516  65.88104839  69.24092742  73.21169355  73.21169355
   71.07358871  85.12399194  81.7641129   71.37903226  69.85181452
   69.85181452]]"
720,[[ 22 111  49 347]],"[[142.61542339  78.41481855  37.42288306   5.77469758   5.77469758
   13.00856855  21.44808468   0.95211694  19.94102823  52.49344758
   67.86542339  79.31905242 123.32510081 176.07207661 202.29485887
  202.29485887 205.00756048 205.30897177 217.36542339 245.0952621
  264.38558468 274.63356855 286.69002016 291.8140121  296.93800403
  298.44506048 296.63659274 288.4984879  270.11239919 270.11239919
  264.38558468 264.38558468 258.35735887 256.54889113 198.97933468
  198.97933468 175.16784274 174.86643145 167.93397177 160.39868952
  158.59022177 156.17893145 152.86340726 155.27469758 137.49143145
  137.49143145 143.82106855 144.72530242 144.72530242 141.71118952
  141.71118952]
 [ 76.39465726  76.99747984  70.36643145  61.02268145  58.00856855
   55.29586694  54.39163306   4.96018145   2.85030242  41.43094758
   49.87046371  50.171875    49.87046371  48.66481855  48.66481855
   46.25352823  46.25352823  48.96622984  48.66481855  48.36340726
   48.36340726  51.67893145  55.89868952  59.81703629  64.63961694
   67.65372984  70.06502016  73.07913306  73.68195565  76.09324597
   76.09324597  88.45110887  88.45110887  73.98336694  73.98336694
   85.13558468  85.13558468  82.72429435  82.42288306  80.31300403
   77.60030242  77.60030242  81.51864919  88.75252016  88.75252016
   82.42288306  82.12147177  82.12147177  76.09324597  76.09324597
   76.09324597]]"
721,[[ 30 134  56 346]],"[[142.03981855  99.50453629  66.94304435  15.02066532   0.94002016
    0.94002016   6.2202621   20.59425403   6.80695565  24.11441532
   62.54284274  76.33014113 118.57207661 181.93497984 228.28377016
  244.71118952 260.8452621  274.33921371 281.08618952 288.41985887
  289.29989919 289.29989919 282.84627016 276.09929435 265.24546371
  250.87147177 250.87147177 242.95110887 241.484375   220.65675403
  220.95010081 216.25655242 190.14868952 172.84122984 168.44102823
  154.94707661 154.94707661 140.57308468 140.57308468 145.55997984
  145.26663306 140.57308468 140.57308468]
 [ 91.13508065  89.08165323  82.62802419  70.89415323  65.61391129
   60.62701613  57.98689516  57.10685484   3.42439516   2.54435484
   46.83971774  53.58669355  53.          50.06653226  50.06653226
   50.06653226  52.41330645  58.57358871  64.73387097  70.89415323
   75.29435484  80.28125     82.62802419  85.85483871  87.61491935
   88.2016129  104.92237903 104.92237903  89.08165323  89.375
   95.82862903  99.93548387  99.93548387  96.41532258  91.13508065
   91.72177419 105.21572581 105.21572581  94.65524194  94.36189516
   91.42842742  91.13508065  91.13508065]]"
722,[[ 31 143  54 348]],"[[138.92993952 124.0609879  111.86844758  52.69002016  14.03074597
   11.65171371   0.64868952  21.76260081   8.97530242  25.03377016
   61.90877016  84.50957661 163.31502016 163.61239919 167.77570565
  168.96522177 211.19304435 243.30997984 262.93699597 282.26663306
  294.16179435 294.45917339 291.7827621  274.23739919 271.85836694
  259.07106855 259.07106855 252.23135081 252.23135081 204.94808468
  200.78477823 200.78477823 193.94506048 191.26864919 159.44909274
  157.66481855 157.66481855 138.33518145 138.33518145 138.33518145]
 [105.47278226 104.58064516  99.22782258  86.14314516  74.5453629
   64.73185484  58.48689516  58.48689516   1.39012097   1.39012097
   46.29435484  59.97379032  61.16330645  57.29737903  57.29737903
   61.46068548  62.65020161  64.13709677  69.78729839  78.41129032
   85.25100806  89.71169355  93.57762097  98.93044355  99.52520161
  101.01209677 111.4203629  111.4203629  102.49899194 100.41733871
  106.36491935 101.60685484 101.60685484 105.47278226 106.06754032
  105.77016129 112.90725806 111.71774194 106.06754032 106.06754032]]"
723,[[ 27 120  49 350]],"[[132.47278226 118.46875     71.89012097  27.44254032   6.43649194
    5.52318548  20.13608871   3.08770161  20.44052419  64.27923387
  166.26512097 227.76108871 270.99092742 288.03931452 300.82560484
  300.82560484 295.9546371  285.90826613 269.46875    269.46875
  261.8578629  260.64012097 199.44858871 199.44858871 196.40423387
  174.78931452 162.91633065 160.78528226 155.60987903 155.00100806
  139.1703629  138.86592742 133.38608871 133.08165323 131.25504032]
 [ 78.24798387  77.33467742  75.20362903  65.76612903  59.67741935
   50.84879032  50.54435484   2.1391129    2.44354839  47.5
   48.10887097  47.80443548  52.37096774  58.45967742  70.33266129
   74.89919355  76.72580645  79.16129032  79.46572581  93.16532258
   93.16532258  78.24798387  77.03024194  84.64112903  87.0766129
   87.0766129   85.25        80.37903226  80.07459677  92.55645161
   92.55645161  82.81451613  81.90120968  77.6391129   77.6391129 ]]"
724,[[ 26 123  48 343]],"[[ 16.46370968  28.39919355  66.89112903  71.96370968 133.13306452
  185.05241935 213.39919355 247.71370968 263.52822581 279.93951613
  286.50403226 294.26209677 294.26209677 289.48790323 272.77822581
  272.77822581 264.125      263.8266129  177.29435484 177.29435484
  173.41532258 146.85887097 135.81854839  83.60080645  43.61693548
   27.50403226  31.38306452  22.72983871  21.53629032   0.94758065
   23.3266129   31.08467742  31.08467742  15.86693548  16.16532258
   16.76209677]
 [  1.16129032   0.86290323  47.41129032  48.90322581  51.58870968
   51.58870968  52.18548387  53.37903226  54.87096774  59.64516129
   64.12096774  70.38709677  75.16129032  78.74193548  83.21774194
   97.54032258  96.64516129  84.11290323  82.32258065  87.69354839
   92.16935484  90.37903226  81.12903226  78.44354839  69.79032258
   67.7016129   64.41935484  62.92741935  59.34677419  58.4516129
   57.55645161  52.78225806  48.90322581   1.45967742   1.16129032
    1.16129032]]"
725,[[ 32 123  56 352]],"[[109.62953629 115.61743952 122.80292339 122.80292339 119.80897177
  119.80897177 152.14364919 151.54485887 146.45514113 145.85635081
  146.45514113 151.84425403 151.84425403 173.40070565 198.25050403
  197.65171371 244.05796371 250.64465726 251.54284274 256.93195565
  253.33921371 269.20715726 285.37449597 293.45816532 293.45816532
  287.4702621  275.49445565 262.91985887 240.16582661 203.34022177
  178.49042339 143.16179435 124.59929435  92.26461694  71.60635081
   68.01360887  75.79788306  76.09727823  69.80997984  57.23538306
   22.20614919   7.53578629  23.10433468   4.54183468   4.54183468
    9.0327621    9.0327621   18.91280242  22.50554435  31.48739919
   31.48739919  12.92489919   1.54788306   1.54788306  25.79889113
   29.69102823  27.5952621   67.71421371  85.37852823 111.1265121
  111.1265121 ]
 [ 78.2358871   81.22983871  76.43951613  82.42741935  83.625
   90.21169355  90.51108871  85.12197581  84.22379032  80.93044355
   76.73891129  76.73891129  79.7328629   79.7328629   80.03225806
   71.05040323  67.75705645  83.92439516  83.92439516  79.7328629
   67.45766129  62.36794355  56.97883065  50.09274194  47.99697581
   43.20665323  37.51814516  35.42237903  35.12298387  36.61995968
   39.61391129  41.1108871   43.50604839  46.5         50.69153226
   47.99697581  45.30241935  33.92540323  30.63205645  31.8296371
    2.48891129   2.48891129  35.72177419  36.32056452  46.20060484
   46.20060484  50.99092742  50.99092742  53.08669355  53.08669355
   57.87701613  52.78729839  52.78729839  55.48185484  62.36794355
   63.86491935  68.05645161  76.14012097  80.33165323  78.2358871
   78.2358871 ]]"
726,[[ 33 111  53 348]],"[[129.55241935  95.53629032  40.63306452  13.77822581  12.28629032
    1.54435484   9.00403226  11.68951613  13.47983871  15.86693548
   15.56854839   0.94758065  17.95564516  66.89112903  79.125
  116.125      170.13306452 194.00403226 217.5766129  241.44758065
  257.56048387 268.60080645 279.93951613 288.29435484 294.56048387
  294.56048387 290.08467742 281.72983871 274.27016129 263.8266129
  245.02822581 225.63306452 203.55241935 197.88306452 195.19758065
  192.51209677 192.51209677 190.4233871  170.72983871 170.43145161
  144.77016129 146.85887097 146.85887097 128.95564516 141.48790323]
 [ 68.94354839  69.83870968  56.41129032  53.42741935  48.9516129
   46.26612903  44.47580645  43.87903226  38.80645161  36.71774194
   30.75         3.2983871    2.10483871  36.71774194  40.59677419
   40.59677419  38.50806452  34.92741935  32.83870968  32.54032258
   32.24193548  33.73387097  40.2983871   43.87903226  47.45967742
   51.93548387  54.62096774  60.88709677  64.76612903  67.15322581
   67.15322581  68.0483871   68.34677419  68.64516129  68.64516129
   68.94354839  73.12096774  74.61290323  74.61290323  78.19354839
   78.19354839  72.82258065  69.24193548  69.24193548  65.66129032]]"
727,[[ 30 130  54 345]],"[[141.9375     103.08266129  29.78830645  14.1875      13.89314516
    1.2358871   10.06653226  20.66330645  19.78024194   8.30040323
   23.90120968  57.75201613  86.01008065 163.42540323 161.36491935
  164.89717742 166.66330645 180.20362903 227.59475806 253.49798387
  274.39717742 283.52217742 292.35282258 291.7641129  280.87298387
  270.27620968 269.6875     258.79637097 260.26814516 253.49798387
  253.49798387 204.04637097 203.45766129 197.27620968 173.72782258
  163.71975806 155.47782258 157.53830645 142.52620968 141.64314516
  141.64314516]
 [ 89.26612903  88.67741935  72.48790323  67.48387097  61.00806452
   51.58870968  51.          56.2983871   45.7016129    2.72580645
    2.43145161  43.93548387  55.41532258  55.12096774  50.70564516
   50.70564516  54.8266129   54.53225806  56.2983871   58.06451613
   65.12903226  70.42741935  77.78629032  80.72983871  85.73387097
   87.5         92.20967742  92.20967742  98.97983871  98.97983871
   90.73790323  91.3266129   93.38709677  96.03629032  96.03629032
   91.62096774  91.03225806 100.4516129  100.15725806  89.56048387
   89.56048387]]"
